22,3,3,3,5,4,6,4
1,25,6,8,1,2,3,4
1,4,28,0,2,5,1,9
4,1,1,24,9,6,4,1
1,0,1,11,25,4,4,4
3,0,4,1,5,34,3,0
2,1,2,3,3,10,26,3
4,6,11,0,2,5,1,21
